Sociedad,ItemCode,Fecha Local,Precio Unit Local,Moneda Local,Proveedor Local,Fecha Internacional,Precio Unit Internacional,Moneda Internacional,Proveedor Internacional
MP,A18130005890,No existe registros,No existe registros,No existe registros,No existe registros,2020-11-27 00:00:00,172.9,USD,INDUSTRIAL GLOBAL SALES
MP,A18130005891,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-29 00:00:00,7.44,USD,INDUSTRIAL GLOBAL SALES
MP,A18130005929,No existe registros,No existe registros,No existe registros,No existe registros,2023-05-30 00:00:00,123,USD,HYDRAULIC TECHNOLOGIES
MP,A18130005930,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-12 00:00:00,4.6096,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130005947,No existe registros,No existe registros,No existe registros,No existe registros,2019-11-13 00:00:00,292.25,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130005965,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-21 00:00:00,2.2734,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130005971,No existe registros,No existe registros,No existe registros,No existe registros,2025-10-08 00:00:00,7.154,USD,INDUSTRIAL GLOBAL SALES
MP,A18130005984,No existe registros,No existe registros,No existe registros,No existe registros,2023-03-03 00:00:00,10.5727,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006036,No existe registros,No existe registros,No existe registros,No existe registros,2023-03-29 00:00:00,63.43,USD,"""W.L.GORE & ASSOCIATES, INC."""
MP,A18130006056,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-17 00:00:00,19.4,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006057,No existe registros,No existe registros,No existe registros,No existe registros,2023-12-29 00:00:00,427.57,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006058,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-02 00:00:00,258,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006059,No existe registros,No existe registros,No existe registros,No existe registros,2024-03-28 00:00:00,382.99,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006062,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-20 00:00:00,26.21,USD,TWG CANADA
MP,A18130006067,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-19 00:00:00,94.22,USD,TWG CANADA
MP,A18130006071,No existe registros,No existe registros,No existe registros,No existe registros,2021-01-29 00:00:00,36.82,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006075,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-08 00:00:00,206.33,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006085,No existe registros,No existe registros,No existe registros,No existe registros,2025-04-01 00:00:00,300,USD,HECO INCORPORATED
SP,A18130006108,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-21 00:00:00,2527.8,USD,TWG CANADA
MP,A18130006111,No existe registros,No existe registros,No existe registros,No existe registros,2024-01-24 00:00:00,18.11,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006117,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-27 00:00:00,341.28,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006118,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-27 00:00:00,341.28,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006119,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-25 00:00:00,341.6,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006120,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-02 00:00:00,341.28,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006121,No existe registros,No existe registros,No existe registros,No existe registros,2019-09-25 00:00:00,341.28,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006122,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-02 00:00:00,341.28,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006123,No existe registros,No existe registros,No existe registros,No existe registros,2019-10-02 00:00:00,340.85,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006126,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-21 00:00:00,12.1923,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006130,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-01 00:00:00,124,USD,TWG CANADA
SP,A18130006132,No existe registros,No existe registros,No existe registros,No existe registros,2021-03-15 00:00:00,258,USD,TWG CANADA
MP,A18130006140,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-21 00:00:00,109.0992,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006141,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-04 00:00:00,172.84,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006162,No existe registros,No existe registros,No existe registros,No existe registros,2024-09-17 00:00:00,3.53,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006172,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-20 00:00:00,11.86,USD,TWG CANADA
MP,A18130006175,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-20 00:00:00,3.72,USD,TWG CANADA
MP,A18130006179,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-20 00:00:00,3.72,USD,TWG CANADA
MP,A18130006183,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-04 00:00:00,41.45,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006190,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-21 00:00:00,31.54,USD,TWG CANADA
SP,A18130006190,No existe registros,No existe registros,No existe registros,No existe registros,2021-02-19 00:00:00,23.4,USD,TWG CANADA
MP,A18130006209,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-14 00:00:00,2952,USD,SMITH BERGER MARINE
MP,A18130006210,No existe registros,No existe registros,No existe registros,No existe registros,2025-06-26 00:00:00,157.84,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006213,No existe registros,No existe registros,No existe registros,No existe registros,2022-06-10 00:00:00,5.2724,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006215,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-08 00:00:00,221.13,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006218,No existe registros,No existe registros,No existe registros,No existe registros,2023-09-25 00:00:00,4.5584,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006240,No existe registros,No existe registros,No existe registros,No existe registros,2024-05-07 00:00:00,360.0688,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006274,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-28 00:00:00,431.92,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006386,No existe registros,No existe registros,No existe registros,No existe registros,2024-06-18 00:00:00,112.65,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006393,No existe registros,No existe registros,No existe registros,No existe registros,2021-06-17 00:00:00,63.5,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006398,No existe registros,No existe registros,No existe registros,No existe registros,2024-10-24 00:00:00,76.68,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006399,No existe registros,No existe registros,No existe registros,No existe registros,2025-09-27 00:00:00,108.72,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006414,No existe registros,No existe registros,No existe registros,No existe registros,2019-03-04 00:00:00,141.75,USD,EATON HYDRAULICS LLC
MP,A18130006416,No existe registros,No existe registros,No existe registros,No existe registros,2025-11-24 00:00:00,15.2574,EUR,NORD FLUID S.P.A.
MP,A18130006439,No existe registros,No existe registros,No existe registros,No existe registros,2024-06-24 00:00:00,209.18,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130006451,No existe registros,No existe registros,No existe registros,No existe registros,2022-01-03 00:00:00,3,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130006488,No existe registros,No existe registros,No existe registros,No existe registros,2019-12-10 00:00:00,226.87,USD,CALUMET BRANDED PRODUCTS LLC
MP,A18130006512,No existe registros,No existe registros,No existe registros,No existe registros,2021-12-18 00:00:00,319.95,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006513,No existe registros,No existe registros,No existe registros,No existe registros,2023-03-02 00:00:00,245.1,EUR,EUROPE DIRECT
MP,A18130006531,No existe registros,No existe registros,No existe registros,No existe registros,2022-06-06 00:00:00,32.06,EUR,SAMOA INDUSTRIAL SA
MP,A18130006534,No existe registros,No existe registros,No existe registros,No existe registros,2019-02-22 00:00:00,311.0184,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006536,No existe registros,No existe registros,No existe registros,No existe registros,2025-05-13 00:00:00,221.59,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006546,No existe registros,No existe registros,No existe registros,No existe registros,2019-04-30 00:00:00,271.61,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006547,No existe registros,No existe registros,No existe registros,No existe registros,2026-04-14 00:00:00,208.77,USD,INDUSTRIAL GLOBAL SALES
SP,A18130006547,No existe registros,No existe registros,No existe registros,No existe registros,2020-03-19 00:00:00,683.397,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006548,No existe registros,No existe registros,No existe registros,No existe registros,2023-11-01 00:00:00,78,USD,FLUIDYNE FLUID POWER
MP,A18130006559,No existe registros,No existe registros,No existe registros,No existe registros,2022-12-15 00:00:00,161.21,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006564,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-16 00:00:00,172.5024,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006565,No existe registros,No existe registros,No existe registros,No existe registros,2022-02-18 00:00:00,103.95,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006566,No existe registros,No existe registros,No existe registros,No existe registros,2022-07-11 00:00:00,106.01,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006607,No existe registros,No existe registros,No existe registros,No existe registros,2026-05-20 00:00:00,178.62,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006611,No existe registros,No existe registros,No existe registros,No existe registros,2020-11-13 00:00:00,7.2,USD,TULSA WINCH  INC
MP,A18130006627,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-29 00:00:00,133.8736,USD,INDUSTRIAL GLOBAL SALES
SP,A18130006673,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-21 00:00:00,92.48,USD,MARADYNE CORPORATION
MP,A18130006677,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-18 00:00:00,57.89,USD,SMITH BERGER MARINE
MP,A18130006678,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-24 00:00:00,1338.6072,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006679,No existe registros,No existe registros,No existe registros,No existe registros,2026-06-18 00:00:00,1884.72,EUR,NORD FLUID S.P.A.
MP,A18130006682,No existe registros,No existe registros,No existe registros,No existe registros,2019-05-03 00:00:00,45.12,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006714,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-22 00:00:00,2677.5,USD,VULKAN DO BRASIL
MP,A18130006717,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-27 00:00:00,190,USD,VULKAN DO BRASIL
MP,A18130006731,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-24 00:00:00,2477.367,USD,HYDRAULIC TECHNOLOGIES
MP,A18130006743,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-16 00:00:00,6,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A18130006749,No existe registros,No existe registros,No existe registros,No existe registros,2024-12-16 00:00:00,2,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A18130006752,No existe registros,No existe registros,No existe registros,No existe registros,2022-08-31 00:00:00,764.6716,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006755,No existe registros,No existe registros,No existe registros,No existe registros,2024-02-23 00:00:00,799.9928,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006760,No existe registros,No existe registros,No existe registros,No existe registros,2025-08-21 00:00:00,529.48,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006762,No existe registros,No existe registros,No existe registros,No existe registros,2025-02-25 00:00:00,521.15,USD,INDUSTRIAL GLOBAL SALES
SP,A18130006764,No existe registros,No existe registros,No existe registros,No existe registros,2021-04-08 00:00:00,871.2886,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006767,No existe registros,No existe registros,No existe registros,No existe registros,2018-12-27 00:00:00,410.9784,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006783,No existe registros,No existe registros,No existe registros,No existe registros,2025-12-16 00:00:00,612.07,EUR,NORD FLUID S.P.A.
MP,A18130006784,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-17 00:00:00,5.29,USD,TULSA WINCH  INC
MP,A18130006794,No existe registros,No existe registros,No existe registros,No existe registros,2023-04-10 00:00:00,321.75,EUR,SAMOA INDUSTRIAL SA
MP,A18130006799,No existe registros,No existe registros,No existe registros,No existe registros,2026-01-14 00:00:00,143.58,USD,TULSA WINCH  INC
MP,A18130006816,No existe registros,No existe registros,No existe registros,No existe registros,2022-07-27 00:00:00,1717.56,USD,HYDRAULEX
SP,A18130006817,No existe registros,No existe registros,No existe registros,No existe registros,2021-07-09 00:00:00,1823.3228,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006818,No existe registros,No existe registros,No existe registros,No existe registros,2024-05-21 00:00:00,19.74,EUR,DANA SAC SOUTH AMÉRICA INDÚSTRIA E COMÉRCIO DE TRANSMISSÕES LTDA.
MP,A18130006824,No existe registros,No existe registros,No existe registros,No existe registros,2023-03-03 00:00:00,29.0592,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006826,No existe registros,No existe registros,No existe registros,No existe registros,2024-08-09 00:00:00,47.0614,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006828,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-10 00:00:00,46.45,USD,EATON INDUSTRIES (CHILE) SPA
MP,A18130006845,No existe registros,No existe registros,No existe registros,No existe registros,2023-10-31 00:00:00,125,USD,FLUITEK CHILE S.A.
MP,A18130006892,No existe registros,No existe registros,No existe registros,No existe registros,2020-06-22 00:00:00,48.45,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006894,No existe registros,No existe registros,No existe registros,No existe registros,2024-07-09 00:00:00,46.83,USD,INDUSTRIAL GLOBAL SALES
MP,A18130006899,No existe registros,No existe registros,No existe registros,No existe registros,2019-01-30 00:00:00,46,USD,SMITH BERGER MARINE
MP,A18130006925,No existe registros,No existe registros,No existe registros,No existe registros,2026-02-27 00:00:00,391.5,EUR,SAMOA INDUSTRIAL SA
